,,2014,2014,2014,2014,2014,2014,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003
,State,Liability (Total Pension Liability),Assets (Plan Fiduciary Net Postion),Pension Debt (Net Pension Liability),Funded Ratio,Change in Percent Funded,Funding Rank,Liability,Actuarial Value of Assets,Pension Debt,Funded Ratio,Change in Percent Funded,Funding Rank,Recommended Payment (ARC),Actual Payment,Payment Shortfall,Percent Contributed (Percent of ARC Paid),Liability,Actuarial Value of Assets,Pension Debt,Funded Ratio,Change in Percent Funded,Funding Rank,Recommended Payment (ARC),Actual Payment,Payment Shortfall,Percent Contributed (Percent of ARC Paid),Liability,Actuarial Value of Assets,Pension Debt,Funded Ratio,Change in Percent Funded,Funding Rank,Recommended Payment (ARC),Actual Payment,Payment Shortfall,Percent Contributed (Percent of ARC Paid),Liability,Actuarial Value of Assets,Pension Debt,Funded Ratio,Change in Percent Funded,Funding Rank,Recommended Payment (ARC),Actual Payment,Payment Shortfall,Percent Contributed (Percent of ARC Paid),Liability,Actuarial Value of Assets,Pension Debt,Funded Ratio,Change in Percent Funded,Funding Rank,Recommended Payment (ARC),Actual Payment,Payment Shortfall,Percent Contributed (Percent of ARC Paid),Liability,Actuarial Value of Assets,Pension Debt,Funded Ratio,Change in Percent Funded,Funding Rank,Recommended Payment (ARC),Actual Payment,Payment Shortfall,Percent Contributed (Percent of ARC Paid),Liability,Actuarial Value of Assets,Pension Debt,Funded Ratio,Change in Percent Funded,Funding Rank,Recommended Payment (ARC),Actual Payment,Payment Shortfall,Percent Contributed (Percent of ARC Paid),Liability,Actuarial Value of Assets,Pension Debt,Funded Ratio,Change in Percent Funded,Funding Rank,Recommended Payment (ARC),Actual Payment,Payment Shortfall,Percent Contributed (Percent of ARC Paid),Liability,Actuarial Value of Assets,Pension Debt,Funded Ratio,Change in Percent Funded,Funding Rank,Recommended Payment (ARC),Actual Payment,Payment Shortfall,Percent Contributed (Percent of ARC Paid),Liability,Actuarial Value of Assets,Pension Debt,Funded Ratio,Change in Percent Funded,Funding Rank,Recommended Payment (ARC),Actual Payment,Payment Shortfall,Percent Contributed (Percent of ARC Paid),Liability,Actuarial Value of Assets,Pension Debt,Funded Ratio,Change in Percent Funded,Funding Rank,Recommended Payment (ARC),Actual Payment,Payment Shortfall,Percent Contributed (Percent of ARC Paid)
,Florida,"165,559,392","150,107,677","15,451,715",90.70%,9.80%,10,"$163,144,420 ","$131,900,961 ","$31,243,459 ",80.80%,-0.70%,10,"$2,631,174 ","$1,707,860 ","$923,314 ",64.90%,"$157,068,063 ","$128,112,127 ","$28,955,936 ",81.60%,-0.80%,11,"$2,547,416 ","$1,499,220 ","$1,048,196 ",58.90%,"$153,499,005 ","$126,369,512 ","$27,129,493 ",82.30%,0.50%,12,"$4,243,949 ","$3,387,140 ","$856,809 ",79.80%,"$148,116,907 ","$121,221,125 ","$26,895,782 ",81.80%,-2.30%,14,"$2,856,920 ","$3,048,317 ","($191,397)",106.70%,"$141,485,280 ","$119,039,831 ","$22,445,449 ",84.10%,-17.30%,14,"$2,931,110 ","$3,154,718 ","($223,608)",107.60%,"$129,196,897 ","$130,995,686 ","($1,798,789)",101.40%,-0.40%,2,"$3,004,519 ","$3,128,629 ","($124,110)",104.10%,"$123,537,571 ","$125,777,512 ","($2,239,941)",101.80%,0.30%,5,"$2,818,430 ","$3,052,191 ","($233,761)",108.30%,"$115,644,889 ","$117,352,423 ","($1,707,534)",101.50%,-5.90%,4,"$2,193,928 ","$2,106,171 ","$87,757 ",96.00%,"$103,925,498 ","$111,539,878 ","($7,614,380)",107.30%,-4.80%,1,"$2,141,862 ","$2,184,699 ","($42,837)",102.00%,"$95,185,433 ","$106,707,426 ","($11,521,993)",112.10%,-2.10%,1,"$2,044,540 ","$1,880,977 ","$163,563 ",92.00%,"$89,251,331 ","$101,906,724 ","($12,655,393)",114.20%,-0.80%,1,"$1,844,203 ","$1,807,319 ","$36,884 ",98.00%
,Georgia,"98,971,364","82,472,943","16,498,421",83.30%,3.90%,17,"$90,504,321 ","$71,845,410 ","$18,658,911 ",79.40%,-1.20%,16,"$1,567,656 ","$1,568,400 ",($744),100.00%,"$86,383,983 ","$69,608,144 ","$16,775,839 ",80.60%,-1.90%,12,"$1,375,335 ","$1,375,822 ",($487),100.00%,"$83,863,970 ","$69,180,337 ","$14,683,633 ",82.50%,-2.20%,11,"$1,361,767 ","$1,361,842 ",($75),100.00%,"$81,093,057 ","$68,670,204 ","$12,422,853 ",84.70%,-4.50%,10,"$1,330,043 ","$1,330,118 ",($75),100.00%,"$76,478,388 ","$68,176,168 ","$8,302,220 ",89.10%,-2.40%,8,"$1,316,945 ","$1,316,663 ",$282 ,100.00%,"$75,897,678 ","$69,512,775 ","$6,384,903 ",91.60%,-3.00%,10,"$1,279,379 ","$1,279,379 ",$0 ,100.00%,"$70,921,349 ","$67,059,624 ","$3,861,725 ",94.60%,-1.70%,13,"$1,206,779 ","$1,206,779 ",$0 ,100.00%,"$66,265,047 ","$63,802,272 ","$2,462,775 ",96.30%,-1.70%,10,"$1,120,316 ","$1,120,316 ",$0 ,100.00%,"$62,246,071 ","$61,020,696 ","$1,225,375 ",98.00%,-2.30%,8,"$1,062,085 ","$1,062,085 ",$0 ,100.00%,"$58,234,430 ","$58,438,615 ","($204,185)",100.40%,-0.80%,5,"$1,030,697 ","$1,030,697 ",$0 ,100.00%,"$55,159,268 ","$55,801,725 ","($642,457)",101.20%,-0.80%,4,"$1,018,966 ","$1,018,389 ",$577 ,99.90%
,Hawaii,"22,220,098","14,203,015","8,017,082",63.90%,3.90%,42,"$21,243,700 ","$12,748,800 ","$8,494,900 ",60.00%,0.80%,40,"$667,142 ","$581,447 ","$85,695 ",87.20%,"$20,683,400 ","$12,242,500 ","$8,440,900 ",59.20%,-0.20%,41,"$654,755 ","$548,353 ","$106,402 ",83.70%,"$20,096,900 ","$11,942,800 ","$8,154,100 ",59.40%,-2.00%,42,"$582,535 ","$534,858 ","$47,677 ",91.80%,"$18,483,700 ","$11,345,600 ","$7,138,100 ",61.40%,-3.30%,41,"$536,237 ","$547,613 ","($11,376)",102.10%,"$17,636,400 ","$11,400,100 ","$6,236,300 ",64.60%,-4.10%,40,"$526,538 ","$578,635 ","($52,097)",109.90%,"$16,549,069 ","$11,380,961 ","$5,168,108 ",68.80%,1.30%,42,"$510,727 ","$488,770 ","$21,957 ",95.70%,"$15,696,546 ","$10,589,773 ","$5,106,773 ",67.50%,2.50%,45,"$476,754 ","$454,494 ","$22,260 ",95.30%,"$14,661,399 ","$9,529,371 ","$5,132,028 ",65.00%,-3.70%,45,"$423,446 ","$423,446 ",$0 ,100.00%,"$12,985,989 ","$8,914,839 ","$4,071,150 ",68.60%,-3.00%,41,"$328,717 ","$328,717 ",$0 ,100.00%,"$12,271,331 ","$8,797,133 ","$3,474,198 ",71.70%,-4.20%,39,"$235,686 ","$235,686 ",$0 ,100.00%,"$11,952,057 ","$9,073,960 ","$2,878,097 ",75.90%,-8.10%,37,"$190,586 ","$190,586 ",$0 ,100.00%
,Idaho,"14,976,003","14,261,351","714,652",95.20%,9.70%,7,"$14,574,790 ","$12,472,519 ","$2,102,271 ",85.60%,0.70%,9,"$300,105 ","$302,304 ","($2,199)",100.70%,"$13,781,856 ","$11,704,299 ","$2,077,557 ",84.90%,-5.30%,9,"$338,779 ","$292,473 ","$46,306 ",86.30%,"$13,029,928 ","$11,762,140 ","$1,267,788 ",90.30%,11.50%,8,"$337,686 ","$294,428 ","$43,258 ",87.20%,"$12,589,300 ","$9,910,767 ","$2,678,533 ",78.70%,4.70%,17,"$265,835 ","$300,123 ","($34,288)",112.90%,"$12,132,845 ","$8,979,339 ","$3,153,506 ",74.00%,-19.20%,27,"$236,177 ","$299,806 ","($63,629)",126.90%,"$11,599,119 ","$10,814,536 ","$784,583 ",93.20%,-11.80%,9,"$258,982 ","$287,296 ","($28,314)",110.90%,"$10,816,497 ","$11,362,142 ","($545,645)",105.00%,10.30%,3,"$242,923 ","$273,464 ","($30,541)",112.60%,"$10,075,829 ","$9,543,936 ","$531,893 ",94.70%,1.30%,13,"$246,884 ","$264,625 ","($17,741)",107.20%,"$9,149,348 ","$8,551,336 ","$598,012 ",93.50%,2.50%,13,"$246,025 ","$249,773 ","($3,748)",101.50%,"$8,516,853 ","$7,745,106 ","$771,747 ",90.90%,8.00%,18,"$231,086 ","$226,157 ","$4,929 ",97.90%,"$7,949,400 ","$6,593,700 ","$1,355,700 ",82.90%,-1.10%,32,"$199,690 ","$218,651 ","($18,961)",109.50%
,Illinois,"190,178,814","78,630,074","111,548,740",41.30%,2.10%,49,"$165,458,123 ","$64,957,276 ","$100,500,847 ",39.30%,-1.10%,50,"$7,015,247 ","$5,893,783 ","$1,121,464 ",84.00%,"$158,611,516 ","$64,029,871 ","$94,581,645 ",40.40%,-3.00%,50,"$6,612,369 ","$5,010,518 ","$1,601,851 ",75.80%,"$146,460,001 ","$63,553,047 ","$82,906,954 ",43.40%,-2.00%,50,"$5,399,799 ","$4,298,066 ","$1,101,733 ",79.60%,"$138,794,302 ","$63,053,413 ","$75,740,889 ",45.40%,-5.20%,50,"$4,761,507 ","$4,130,844 ","$630,663 ",86.80%,"$126,435,510 ","$63,996,419 ","$62,439,091 ",50.60%,-3.70%,50,"$4,076,467 ","$2,896,284 ","$1,180,183 ",71.00%,"$119,084,440 ","$64,700,501 ","$54,383,939 ",54.30%,-8.30%,50,"$3,729,181 ","$2,156,267 ","$1,572,914 ",57.80%,"$112,908,645 ","$70,731,230 ","$42,177,415 ",62.60%,2.20%,47,"$3,665,597 ","$1,477,392 ","$2,188,205 ",40.30%,"$103,073,463 ","$62,341,331 ","$40,732,132 ",60.50%,0.20%,47,"$3,085,601 ","$1,025,341 ","$2,060,260 ",33.20%,"$97,178,993 ","$58,577,938 ","$38,601,055 ",60.30%,-0.70%,47,"$3,084,492 ","$1,737,157 ","$1,347,335 ",56.30%,"$89,832,401 ","$54,739,004 ","$35,093,398 ",60.90%,12.70%,46,"$3,056,353 ","$3,381,968 ","($325,615)",110.70%,"$83,825,154 ","$40,424,116 ","$43,401,038 ",48.20%,-5.30%,49,"$2,535,590 ","$1,688,571 ","$847,019 ",66.60%
,Indiana,"44,230,185","30,622,956","13,607,229",69.20%,4.50%,33,"$42,911,034 ","$27,783,243 ","$15,127,790 ",64.70%,3.80%,33,"$1,654,344 ","$1,981,356 ","($327,012)",119.80%,"$41,883,520 ","$25,528,563 ","$16,354,957 ",61.00%,-2.20%,39,"$1,733,433 ","$1,517,204 ","$216,229 ",87.50%,"$39,897,927 ","$25,198,439 ","$14,699,488 ",63.20%,-1.60%,39,"$1,704,823 ","$1,426,132 ","$278,691 ",83.70%,"$39,005,478 ","$25,242,799 ","$13,762,679 ",64.70%,-1.80%,37,"$1,476,131 ","$1,381,033 ","$95,099 ",93.60%,"$36,924,846 ","$24,561,132 ","$12,363,714 ",66.50%,-5.90%,37,"$1,293,765 ","$1,340,615 ","($46,850)",103.60%,"$35,640,073 ","$25,814,242 ","$9,825,830 ",72.40%,2.60%,38,"$1,232,347 ","$1,265,129 ","($32,783)",102.70%,"$34,714,499 ","$24,227,934 ","$10,486,565 ",69.80%,1.70%,42,"$1,155,715 ","$1,186,692 ","($30,977)",102.70%,"$31,995,969 ","$21,802,625 ","$10,193,344 ",68.10%,1.20%,42,"$1,056,485 ","$1,064,404 ","($7,919)",100.70%,"$29,941,535 ","$20,046,558 ","$9,894,977 ",67.00%,-1.80%,42,"$944,067 ","$819,219 ","$124,848 ",86.80%,"$27,584,086 ","$18,961,237 ","$8,622,849 ",68.70%,0.00%,43,"$920,248 ","$791,128 ","$129,119 ",86.00%,"$26,188,405 ","$18,002,914 ","$8,185,491 ",68.70%,2.70%,44,"$899,398 ","$925,576 ","($26,177)",102.90%
,Iowa,"32,704,232","28,586,719","4,117,513",87.40%,6.70%,13,"$31,175,536 ","$25,157,891 ","$6,017,645 ",80.70%,1.20%,11,"$641,718 ","$622,272 ","$19,446 ",97.00%,"$30,096,586 ","$23,940,276 ","$6,156,310 ",79.50%,0.00%,14,"$593,442 ","$577,362 ","$16,079 ",97.30%,"$28,883,186 ","$22,973,672 ","$5,909,514 ",79.50%,-1.50%,17,"$591,509 ","$485,691 ","$105,818 ",82.10%,"$27,057,850 ","$21,927,433 ","$5,130,417 ",81.00%,0.20%,15,"$524,877 ","$465,498 ","$59,379 ",88.70%,"$26,602,516 ","$21,517,286 ","$5,085,230 ",80.90%,-7.80%,16,"$495,196 ","$430,959 ","$64,237 ",87.00%,"$25,080,757 ","$22,252,912 ","$2,827,845 ",88.70%,-1.10%,13,"$453,980 ","$389,574 ","$64,406 ",85.80%,"$23,556,799 ","$21,149,616 ","$2,407,183 ",89.80%,1.70%,17,"$431,825 ","$351,366 ","$80,459 ",81.40%,"$22,133,637 ","$19,497,960 ","$2,635,678 ",88.10%,-0.30%,17,"$404,072 ","$332,534 ","$71,538 ",82.30%,"$20,688,688 ","$18,284,924 ","$2,403,764 ",88.40%,0.10%,16,"$379,152 ","$318,325 ","$60,828 ",84.00%,"$19,566,334 ","$17,274,127 ","$2,292,207 ",88.30%,-1.10%,22,"$342,609 ","$306,466 ","$36,143 ",89.50%,"$18,387,034 ","$16,436,937 ","$1,950,097 ",89.40%,-3.00%,26,"$301,680 ","$295,103 ","$6,577 ",97.80%
,Kansas,"24,827,591","16,535,797","8,291,794",66.60%,6.70%,37,"$24,328,670 ","$14,562,765 ","$9,765,906 ",59.90%,3.40%,42,"$825,197 ","$618,898 ","$206,299 ",75.00%,"$23,531,423 ","$13,278,490 ","$10,252,933 ",56.40%,-2.80%,44,"$843,362 ","$565,052 ","$278,309 ",67.00%,"$22,607,170 ","$13,379,020 ","$9,228,150 ",59.20%,-3.00%,43,"$709,964 ","$525,374 ","$184,591 ",74.00%,"$21,853,783 ","$13,589,658 ","$8,264,125 ",62.20%,-1.50%,40,"$682,062 ","$491,767 ","$190,295 ",72.10%,"$21,138,206 ","$13,461,221 ","$7,676,985 ",63.70%,4.90%,41,"$660,834 ","$449,367 ","$211,467 ",68.00%,"$20,106,787 ","$11,827,619 ","$8,279,168 ",58.80%,-11.90%,49,"$607,662 ","$395,588 ","$212,074 ",65.10%,"$18,984,915 ","$13,433,115 ","$5,551,800 ",70.80%,1.30%,40,"$531,292 ","$339,496 ","$191,796 ",63.90%,"$17,552,790 ","$12,189,197 ","$5,363,593 ",69.40%,0.70%,41,"$471,424 ","$298,883 ","$172,541 ",63.40%,"$16,491,762 ","$11,339,293 ","$5,152,469 ",68.80%,-1.10%,40,"$381,791 ","$261,909 ","$119,882 ",68.60%,"$15,714,092 ","$10,971,427 ","$4,742,665 ",69.80%,-5.30%,42,"$338,880 ","$235,183 ","$103,697 ",69.40%,"$14,439,546 ","$10,853,462 ","$3,586,084 ",75.20%,-2.40%,39,"$282,330 ","$222,758 ","$59,572 ",78.90%
,Kentucky,"53,177,855","21,791,819","31,386,036",41.00%,-3.20%,50,"$42,044,122 ","$18,572,736 ","$23,471,386 ",44.20%,-2.60%,49,"$1,351,435 ","$907,037 ","$444,397 ",67.10%,"$40,121,012 ","$18,765,565 ","$21,355,447 ",46.80%,-3.80%,49,"$1,252,121 ","$814,269 ","$437,852 ",65.00%,"$38,883,793 ","$19,647,575 ","$19,236,218 ",50.50%,-3.80%,49,"$1,112,167 ","$1,268,964 ","($156,797)",114.10%,"$37,006,999 ","$20,103,022 ","$16,903,977 ",54.30%,-3.90%,47,"$1,023,900 ","$594,267 ","$429,633 ",58.00%,"$35,686,737 ","$20,767,783 ","$14,918,954 ",58.20%,-5.60%,47,"$931,325 ","$542,310 ","$389,015 ",58.20%,"$34,094,002 ","$21,765,573 ","$12,328,429 ",63.80%,-3.90%,43,"$859,305 ","$569,913 ","$289,392 ",66.30%,"$32,125,405 ","$21,772,612 ","$10,352,793 ",67.80%,-1.90%,44,"$696,131 ","$531,505 ","$164,626 ",76.40%,"$30,659,476 ","$21,355,671 ","$9,303,806 ",69.70%,-6.50%,40,"$564,361 ","$483,740 ","$80,620 ",85.70%,"$27,915,133 ","$21,260,991 ","$6,654,143 ",76.20%,-6.70%,33,"$484,592 ","$448,555 ","$36,037 ",92.60%,"$25,776,631 ","$21,348,110 ","$4,428,520 ",82.80%,-5.50%,30,"$425,652 ","$399,814 ","$25,838 ",93.90%,"$24,139,011 ","$21,307,773 ","$2,831,239 ",88.30%,-6.10%,28,"$338,248 ","$339,791 ","($1,543)",100.50%
,Louisiana,"49,273,473","32,002,341","17,271,133",64.90%,6.90%,39,"$45,401,756 ","$26,377,183 ","$19,024,572 ",58.10%,2.20%,44,"$2,037,367 ","$1,947,843 ","$89,523 ",95.60%,"$43,736,103 ","$24,430,255 ","$19,305,848 ",55.90%,-0.40%,46,"$1,971,426 ","$1,911,610 ","$59,816 ",97.00%,"$42,312,417 ","$23,800,372 ","$18,512,045 ",56.20%,0.30%,47,"$1,889,321 ","$1,671,579 ","$217,743 ",88.50%,"$41,356,966 ","$23,122,629 ","$18,234,337 ",55.90%,-4.10%,45,"$1,599,612 ","$1,348,927 ","$250,685 ",84.30%,"$39,657,925 ","$23,806,649 ","$15,851,276 ",60.00%,-9.60%,44,"$1,361,058 ","$1,323,638 ","$37,420 ",97.30%,"$38,350,804 ","$26,692,070 ","$11,658,734 ",69.60%,-0.80%,41,"$1,160,051 ","$1,337,933 ","($177,882)",115.30%,"$35,729,367 ","$25,145,001 ","$10,584,366 ",70.40%,3.30%,41,"$1,078,856 ","$1,130,806 ","($51,949)",104.80%,"$33,358,313 ","$22,379,594 ","$10,978,719 ",67.10%,2.90%,43,"$1,066,312 ","$1,047,607 ","$18,705 ",98.20%,"$31,952,737 ","$20,501,871 ","$11,450,866 ",64.20%,1.50%,43,"$1,046,744 ","$1,052,142 ","($5,398)",100.50%,"$30,603,130 ","$19,177,223 ","$11,425,907 ",62.70%,-5.70%,45,"$974,049 ","$903,637 ","$70,412 ",92.80%,"$29,171,602 ","$19,955,089 ","$9,216,513 ",68.40%,-5.20%,45,"$846,265 ","$821,657 ","$24,608 ",97.10%
,Maine,"14,991,882","12,861,703","2,130,180",85.80%,6.20%,14,"$14,394,317 ","$11,451,994 ","$2,942,323 ",79.60%,0.50%,15,"$291,503 ","$291,503 ",$0 ,100.00%,"$14,011,605 ","$11,076,487 ","$2,935,118 ",79.10%,-1.20%,15,"$274,914 ","$275,230 ",($316),100.10%,"$13,602,833 ","$10,914,716 ","$2,688,117 ",80.20%,9.90%,16,"$345,837 ","$351,705 ","($5,868)",101.70%,"$14,799,200 ","$10,415,100 ","$4,384,100 ",70.40%,-2.30%,31,"$330,300 ","$341,526 ","($11,226)",103.40%,"$14,410,000 ","$10,466,900 ","$3,943,100 ",72.60%,-7.00%,30,"$331,700 ","$331,700 ",$0 ,100.00%,"$13,674,901 ","$10,892,728 ","$2,782,173 ",79.70%,-0.10%,28,"$305,361 ","$305,361 ",$0 ,100.00%,"$13,089,400 ","$10,437,100 ","$2,652,300 ",79.70%,2.60%,31,"$303,076 ","$302,682 ",$394 ,99.90%,"$12,357,418 ","$9,530,599 ","$2,826,820 ",77.10%,1.10%,33,"$294,888 ","$312,017 ","($17,129)",105.80%,"$11,689,732 ","$8,888,156 ","$2,801,576 ",76.00%,1.30%,34,"$269,286 ","$282,292 ","($13,007)",104.80%,"$11,068,597 ","$8,273,560 ","$2,795,037 ",74.70%,0.40%,36,"$259,148 ","$290,572 ","($31,424)",112.10%,"$10,471,289 ","$7,787,205 ","$2,684,084 ",74.40%,-2.60%,42,"$261,213 ","$285,646 ","($24,433)",109.40%
,Maryland,"63,928,070","45,551,291","18,376,779",71.30%,5.90%,31,"$60,536,766 ","$39,544,735 ","$20,992,031 ",65.30%,1.10%,32,"$2,179,666 ","$1,667,719 ","$511,947 ",76.50%,"$58,304,950 ","$37,437,320 ","$20,867,630 ",64.20%,-0.30%,31,"$2,053,679 ","$1,432,091 ","$621,588 ",69.70%,"$56,336,669 ","$36,350,594 ","$19,986,075 ",64.50%,0.60%,37,"$1,934,608 ","$1,420,920 ","$513,688 ",73.40%,"$54,498,265 ","$34,842,501 ","$19,655,764 ",63.90%,-0.90%,39,"$1,544,873 ","$1,344,944 ","$199,929 ",87.10%,"$53,054,565 ","$34,420,515 ","$18,634,050 ",64.90%,-13.50%,39,"$1,338,342 ","$1,130,644 ","$207,698 ",84.50%,"$50,561,824 ","$39,635,725 ","$10,926,099 ",78.40%,-1.70%,30,"$1,208,497 ","$1,077,796 ","$130,701 ",89.20%,"$47,458,466 ","$38,007,156 ","$9,451,310 ",80.10%,-2.40%,30,"$1,046,844 ","$851,909 ","$194,935 ",81.40%,"$43,537,681 ","$35,903,594 ","$7,634,087 ",82.50%,-5.40%,24,"$894,514 ","$737,180 ","$157,334 ",82.40%,"$39,389,209 ","$34,618,569 ","$4,770,640 ",87.90%,-3.90%,18,"$825,259 ","$684,965 ","$140,294 ",83.00%,"$36,573,883 ","$33,575,129 ","$2,998,754 ",91.80%,-1.10%,17,"$729,819 ","$649,539 ","$80,280 ",89.00%,"$35,193,398 ","$32,707,845 ","$2,485,553 ",92.90%,-1.40%,19,"$671,123 ","$617,433 ","$53,690 ",92.00%
,Massachusetts,"77,981,914","52,563,327","25,418,588",67.40%,6.00%,34,"$74,736,194 ","$45,894,034 ","$28,842,160 ",61.40%,0.60%,38,"$1,963,268 ","$1,576,235 ","$387,033 ",80.30%,"$71,621,732 ","$43,517,498 ","$28,104,234 ",60.80%,-4.50%,40,"$1,669,230 ","$1,458,813 ","$210,417 ",87.40%,"$67,283,758 ","$43,942,119 ","$23,341,639 ",65.30%,-6.10%,35,"$1,333,749 ","$1,375,013 ","($41,264)",103.10%,"$63,937,435 ","$45,630,507 ","$18,306,928 ",71.40%,3.50%,28,"$1,869,172 ","$1,209,305 ","$659,867 ",64.70%,"$61,273,676 ","$41,589,706 ","$19,683,970 ",67.90%,4.90%,34,"$1,593,511 ","$1,039,496 ","$554,015 ",65.20%,"$58,817,155 ","$37,057,703 ","$21,759,452 ",63.00%,-16.10%,45,"$1,226,526 ","$1,368,788 ","($142,262)",111.60%,"$56,260,710 ","$44,531,642 ","$11,729,068 ",79.20%,3.40%,33,"$1,298,747 ","$1,274,110 ","$24,637 ",98.10%,"$53,228,856 ","$40,321,052 ","$12,907,804 ",75.80%,3.50%,34,"$1,320,178 ","$1,242,751 ","$77,427 ",94.10%,"$50,335,642 ","$36,365,338 ","$13,970,304 ",72.20%,-0.90%,38,"$1,176,268 ","$1,183,296 ","($7,028)",100.60%,"$47,764,000 ","$34,934,000 ","$12,830,000 ",73.10%,-1.60%,38,"$1,035,185 ","$651,594 ","$383,591 ",62.90%,"$45,403,000 ","$33,925,000 ","$11,478,000 ",74.70%,4.40%,41,"$1,124,870 ","$751,077 ","$373,793 ",66.80%
,Michigan,"84,565,036","56,424,415","28,140,621",66.70%,6.80%,36,"$81,699,846 ","$48,925,811 ","$32,774,035 ",59.90%,-1.40%,41,"$2,614,804 ","$2,024,762 ","$590,043 ",77.40%,"$80,519,650 ","$49,348,939 ","$31,170,711 ",61.30%,-3.80%,38,"$2,320,221 ","$1,920,174 ","$400,047 ",82.80%,"$81,133,844 ","$52,804,804 ","$28,329,040 ",65.10%,-6.50%,36,"$1,919,306 ","$1,666,077 ","$253,230 ",86.80%,"$77,847,965 ","$55,721,437 ","$22,126,528 ",71.60%,-7.30%,27,"$1,646,859 ","$1,455,893 ","$190,965 ",88.40%,"$72,911,870 ","$57,509,500 ","$15,402,370 ",78.90%,-4.80%,21,"$1,381,577 ","$1,383,286 ","($1,709)",100.10%,"$70,320,300 ","$58,842,700 ","$11,477,600 ",83.70%,-4.60%,20,"$1,249,909 ","$1,392,709 ","($142,800)",111.40%,"$66,172,900 ","$58,406,400 ","$7,766,500 ",88.30%,1.20%,20,"$1,272,277 ","$1,014,307 ","$257,970 ",79.70%,"$63,763,200 ","$55,531,000 ","$8,232,200 ",87.10%,7.50%,20,"$1,568,775 ","$1,296,345 ","$272,430 ",82.60%,"$62,345,400 ","$49,633,900 ","$12,711,500 ",79.60%,-4.50%,30,"$1,366,865 ","$1,060,153 ","$306,712 ",77.60%,"$60,006,400 ","$50,499,500 ","$9,506,900 ",84.20%,-3.20%,28,"$1,271,035 ","$829,013 ","$442,022 ",65.20%,"$58,140,300 ","$50,763,400 ","$7,376,900 ",87.30%,-5.90%,29,"$1,023,654 ","$803,130 ","$220,524 ",78.50%
,Minnesota,"72,803,264","59,587,598","13,215,666",81.80%,7.20%,18,"$64,209,183 ","$47,953,245 ","$16,255,938 ",74.70%,-0.40%,19,"$1,364,221 ","$973,640 ","$390,581 ",71.40%,"$62,720,384 ","$47,111,760 ","$15,608,624 ",75.10%,-3.40%,20,"$1,159,547 ","$934,199 ","$225,348 ",80.60%,"$59,375,671 ","$46,632,662 ","$12,743,009 ",78.50%,-1.60%,18,"$1,055,451 ","$889,612 ","$165,839 ",84.30%,"$57,604,243 ","$46,183,725 ","$11,420,518 ",80.20%,3.10%,16,"$1,325,843 ","$862,521 ","$463,322 ",65.10%,"$60,835,351 ","$46,879,567 ","$13,955,784 ",77.10%,-4.30%,24,"$1,128,965 ","$831,438 ","$297,527 ",73.60%,"$57,841,634 ","$47,070,127 ","$10,771,507 ",81.40%,-2.80%,25,"$1,036,509 ","$769,512 ","$266,997 ",74.20%,"$56,321,214 ","$47,419,095 ","$8,902,119 ",84.20%,-3.20%,24,"$864,523 ","$697,495 ","$167,028 ",80.70%,"$53,206,489 ","$46,516,210 ","$6,690,279 ",87.40%,-2.50%,18,"$739,064 ","$625,271 ","$113,794 ",84.60%,"$48,824,764 ","$43,886,691 ","$4,938,073 ",89.90%,-2.60%,15,"$636,180 ","$564,712 ","$71,468 ",88.80%,"$46,481,491 ","$42,971,912 ","$3,509,579 ",92.40%,-3.40%,15,"$575,307 ","$542,818 ","$32,489 ",94.40%,"$44,199,133 ","$42,349,547 ","$1,849,586 ",95.80%,-4.40%,13,"$520,185 ","$540,849 ","($20,664)",104.00%
